127.0.0.1 - - [15/Mar/2023:09:42:57 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [15/Mar/2023:09:54:49 +0900] "GET /dong/lib/wow/wow.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2023:09:54:49 +0900] "GET /dong/board/join HTTP/1.1" 200 16700
0:0:0:0:0:0:0:1 - - [15/Mar/2023:09:54:50 +0900] "GET /dong/board/login HTTP/1.1" 200 8634
0:0:0:0:0:0:0:1 - - [15/Mar/2023:09:54:50 +0900] "GET /dong/resources/bootstrap/img/carousel-1.jpg HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2023:09:54:51 +0900] "GET /dong/ HTTP/1.1" 200 8445
0:0:0:0:0:0:0:1 - - [15/Mar/2023:09:54:51 +0900] "GET /dong/lib/wow/wow.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2023:09:54:51 +0900] "GET /dong/resources/bootstrap/img/carousel-1.jpg HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2023:09:54:52 +0900] "GET /dong/board/T_List HTTP/1.1" 200 13038
0:0:0:0:0:0:0:1 - - [15/Mar/2023:09:54:52 +0900] "GET /dong/resources/bootstrap/img/carousel-1.jpg HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2023:09:54:53 +0900] "GET /dong/ HTTP/1.1" 200 8445
0:0:0:0:0:0:0:1 - - [15/Mar/2023:09:54:53 +0900] "GET /dong/lib/wow/wow.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2023:09:54:53 +0900] "GET /dong/resources/bootstrap/img/carousel-1.jpg HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2023:09:58:03 +0900] "GET /dong/board/T_List HTTP/1.1" 200 13038
0:0:0:0:0:0:0:1 - - [15/Mar/2023:09:58:03 +0900] "GET /dong/resources/bootstrap/img/carousel-1.jpg HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2023:09:58:07 +0900] "GET /dong/board/service.html HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2023:09:58:09 +0900] "GET /dong/board/T_List HTTP/1.1" 200 13038
0:0:0:0:0:0:0:1 - - [15/Mar/2023:09:58:29 +0900] "GET /dong/board/join HTTP/1.1" 200 16700
0:0:0:0:0:0:0:1 - - [15/Mar/2023:09:58:29 +0900] "GET /dong/resources/bootstrap/img/carousel-1.jpg HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2023:09:58:30 +0900] "GET /dong/board/login HTTP/1.1" 200 7498
0:0:0:0:0:0:0:1 - - [15/Mar/2023:09:58:30 +0900] "GET /dong/resources/bootstrap/img/carousel-1.jpg HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2023:09:58:32 +0900] "GET /dong/board/join HTTP/1.1" 200 16700
0:0:0:0:0:0:0:1 - - [15/Mar/2023:09:58:32 +0900] "GET /dong/resources/bootstrap/img/carousel-1.jpg HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2023:09:58:34 +0900] "GET /dong/ HTTP/1.1" 200 8445
0:0:0:0:0:0:0:1 - - [15/Mar/2023:09:58:34 +0900] "GET /dong/lib/wow/wow.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2023:10:01:08 +0900] "GET /dong/ HTTP/1.1" 200 8903
0:0:0:0:0:0:0:1 - - [15/Mar/2023:10:01:08 +0900] "GET /dong/lib/wow/wow.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2023:10:01:26 +0900] "GET /dong/ HTTP/1.1" 200 8876
0:0:0:0:0:0:0:1 - - [15/Mar/2023:10:01:26 +0900] "GET /dong/lib/wow/wow.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2023:10:01:45 +0900] "GET /dong/ HTTP/1.1" 200 8798
0:0:0:0:0:0:0:1 - - [15/Mar/2023:10:01:45 +0900] "GET /dong/lib/wow/wow.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2023:10:02:11 +0900] "GET /dong/ HTTP/1.1" 200 8844
0:0:0:0:0:0:0:1 - - [15/Mar/2023:10:02:11 +0900] "GET /dong/lib/wow/wow.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2023:10:02:12 +0900] "GET /dong/ HTTP/1.1" 200 8844
0:0:0:0:0:0:0:1 - - [15/Mar/2023:10:02:12 +0900] "GET /dong/lib/wow/wow.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2023:10:02:14 +0900] "GET /dong/board/T_List HTTP/1.1" 200 13436
0:0:0:0:0:0:0:1 - - [15/Mar/2023:10:02:14 +0900] "GET /dong/resources/bootstrap/img/carousel-1.jpg HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2023:10:02:15 +0900] "GET /dong/ HTTP/1.1" 200 8844
0:0:0:0:0:0:0:1 - - [15/Mar/2023:10:02:15 +0900] "GET /dong/lib/wow/wow.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2023:10:02:15 +0900] "GET /dong/resources/bootstrap/img/carousel-1.jpg HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2023:10:02:39 +0900] "GET /dong/ HTTP/1.1" 200 8764
0:0:0:0:0:0:0:1 - - [15/Mar/2023:10:02:39 +0900] "GET /dong/lib/wow/wow.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2023:10:02:40 +0900] "GET /dong/board/T_List HTTP/1.1" 200 13356
0:0:0:0:0:0:0:1 - - [15/Mar/2023:10:02:40 +0900] "GET /dong/resources/bootstrap/img/carousel-1.jpg HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2023:10:03:03 +0900] "GET /dong/ HTTP/1.1" 200 8784
0:0:0:0:0:0:0:1 - - [15/Mar/2023:10:03:03 +0900] "GET /dong/lib/wow/wow.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2023:10:03:03 +0900] "GET /dong/resources/bootstrap/img/carousel-1.jpg HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2023:10:03:04 +0900] "GET /dong/board/T_List HTTP/1.1" 200 13376
0:0:0:0:0:0:0:1 - - [15/Mar/2023:10:03:04 +0900] "GET /dong/resources/bootstrap/img/carousel-1.jpg HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2023:10:03:05 +0900] "GET /dong/ HTTP/1.1" 200 8784
0:0:0:0:0:0:0:1 - - [15/Mar/2023:10:03:05 +0900] "GET /dong/lib/wow/wow.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2023:10:03:05 +0900] "GET /dong/resources/bootstrap/img/carousel-1.jpg HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2023:10:03:08 +0900] "GET /dong/ HTTP/1.1" 200 8784
0:0:0:0:0:0:0:1 - - [15/Mar/2023:10:03:08 +0900] "GET /dong/lib/wow/wow.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2023:10:03:31 +0900] "GET /dong/ HTTP/1.1" 200 8876
0:0:0:0:0:0:0:1 - - [15/Mar/2023:10:03:31 +0900] "GET /dong/lib/wow/wow.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2023:10:03:31 +0900] "GET /dong/ HTTP/1.1" 200 8876
0:0:0:0:0:0:0:1 - - [15/Mar/2023:10:03:31 +0900] "GET /dong/lib/wow/wow.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2023:11:26:26 +0900] "GET /dong/board/login HTTP/1.1" 200 7928
0:0:0:0:0:0:0:1 - - [15/Mar/2023:11:26:26 +0900] "GET /dong/resources/bootstrap/img/carousel-1.jpg HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2023:11:26:27 +0900] "GET /dong/board/login HTTP/1.1" 200 7928
0:0:0:0:0:0:0:1 - - [15/Mar/2023:11:26:28 +0900] "GET /dong/board/login HTTP/1.1" 200 7928
0:0:0:0:0:0:0:1 - - [15/Mar/2023:11:26:31 +0900] "GET /dong/ HTTP/1.1" 200 8876
0:0:0:0:0:0:0:1 - - [15/Mar/2023:11:26:31 +0900] "GET /dong/lib/wow/wow.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2023:11:26:31 +0900] "GET /dong/resources/bootstrap/img/carousel-1.jpg HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2023:11:26:32 +0900] "GET /dong/ HTTP/1.1" 200 8876
0:0:0:0:0:0:0:1 - - [15/Mar/2023:11:26:32 +0900] "GET /dong/lib/wow/wow.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2023:11:26:33 +0900] "GET /dong/ HTTP/1.1" 200 8876
0:0:0:0:0:0:0:1 - - [15/Mar/2023:11:26:33 +0900] "GET /dong/lib/wow/wow.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2023:11:26:35 +0900] "GET /dong/ HTTP/1.1" 200 8876
0:0:0:0:0:0:0:1 - - [15/Mar/2023:11:26:35 +0900] "GET /dong/lib/wow/wow.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:39:42 +0900] "GET /dong/ HTTP/1.1" 200 8876
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:39:42 +0900] "GET /dong/lib/wow/wow.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:39:42 +0900] "GET /dong/resources/bootstrap/img/carousel-1.jpg HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:39:43 +0900] "GET /dong/ HTTP/1.1" 200 8876
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:39:43 +0900] "GET /dong/lib/wow/wow.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:39:43 +0900] "GET /dong/ HTTP/1.1" 200 8876
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:39:43 +0900] "GET /dong/lib/wow/wow.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:39:43 +0900] "GET /dong/ HTTP/1.1" 200 8876
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:39:43 +0900] "GET /dong/lib/wow/wow.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:39:43 +0900] "GET /dong/ HTTP/1.1" 200 8876
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:39:43 +0900] "GET /dong/lib/wow/wow.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:39:44 +0900] "GET /dong/ HTTP/1.1" 200 8876
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:39:44 +0900] "GET /dong/lib/wow/wow.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:39:44 +0900] "GET /dong/ HTTP/1.1" 200 8876
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:39:44 +0900] "GET /dong/lib/wow/wow.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:39:44 +0900] "GET /dong/ HTTP/1.1" 200 8876
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:39:45 +0900] "GET /dong/lib/wow/wow.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:39:45 +0900] "GET /dong/ HTTP/1.1" 200 8876
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:39:45 +0900] "GET /dong/lib/wow/wow.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:40:02 +0900] "GET /dong/board/join HTTP/1.1" 200 17231
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:40:21 +0900] "POST /dong/board/join HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:40:21 +0900] "GET /dong/ HTTP/1.1" 200 8876
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:40:21 +0900] "GET /dong/lib/wow/wow.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:41:27 +0900] "GET /dong/board/join HTTP/1.1" 200 17130
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:42:11 +0900] "GET /dong/board/join HTTP/1.1" 200 17130
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:43:13 +0900] "GET /dong/board/join HTTP/1.1" 200 17110
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:43:14 +0900] "GET /dong/ HTTP/1.1" 200 8876
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:43:14 +0900] "GET /dong/lib/wow/wow.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:43:15 +0900] "GET /dong/board/join HTTP/1.1" 200 17110
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:43:36 +0900] "POST /dong/board/join HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:43:36 +0900] "GET /dong/ HTTP/1.1" 200 8876
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:43:36 +0900] "GET /dong/lib/wow/wow.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2023:13:15:38 +0900] "GET /dong/ HTTP/1.1" 200 8876
0:0:0:0:0:0:0:1 - - [15/Mar/2023:13:15:38 +0900] "GET /dong/lib/wow/wow.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2023:13:15:38 +0900] "GET /dong/resources/bootstrap/lib/easing/easing.min.js HTTP/1.1" 200 2302
0:0:0:0:0:0:0:1 - - [15/Mar/2023:13:15:38 +0900] "GET /dong/resources/bootstrap/lib/waypoints/waypoints.min.js HTTP/1.1" 200 9028
0:0:0:0:0:0:0:1 - - [15/Mar/2023:13:15:38 +0900] "GET /dong/resources/bootstrap/lib/owlcarousel/owl.carousel.min.js HTTP/1.1" 200 42766
0:0:0:0:0:0:0:1 - - [15/Mar/2023:13:15:38 +0900] "GET /dong/resources/bootstrap/lib/counterup/counterup.min.js HTTP/1.1" 200 2406
0:0:0:0:0:0:0:1 - - [15/Mar/2023:13:15:38 +0900] "GET /dong/resources/bootstrap/js/main.js HTTP/1.1" 200 2976
0:0:0:0:0:0:0:1 - - [15/Mar/2023:13:15:38 +0900] "GET /dong/resources/bootstrap/img/susulogow.png HTTP/1.1" 200 25153
0:0:0:0:0:0:0:1 - - [15/Mar/2023:13:15:38 +0900] "GET /dong/resources/bootstrap/img/gyeongbokgung.jpg HTTP/1.1" 200 617640
0:0:0:0:0:0:0:1 - - [15/Mar/2023:13:15:38 +0900] "GET /dong/resources/bootstrap/img/carousel-1.jpg HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2023:13:15:38 +0900] "GET /dong/resources/bootstrap/img/seoul_city.jpg HTTP/1.1" 200 3625815
